model,target_col,n_experiments,anom_coeff,num_anomalies,in_a_row,interval_width,f1_score,precision,recall
fbprophet,"('AAQ-DME', 'auto_checkin')",50,0,1,False,0.6,0.022426095820591234,0.011815252416756176,0.22
fbprophet,total,50,0,1,False,0.6,0.05882352941176471,0.030303030303030304,1.0
fbprophet,seat,50,0,3,True,0.6,0.08680555555555557,0.045372050816696916,1.0
fbprophet,total,50,0,3,True,0.6,0.10319917440660474,0.0544069640914037,1.0
fbprophet,"('DME-ORY', 'seat')",50,0,1,False,0.6,0.03292181069958848,0.01834862385321101,0.16
fbprophet,gift_certificate,50,0,3,True,0.6,0.14984709480122324,0.08112582781456953,0.98
fbprophet,"('AAQ-DME', 'auto_checkin')",50,0,3,True,0.6,0.08888888888888889,0.04692737430167598,0.84
fbprophet,gift_certificate,50,0,1,False,0.6,0.065625,0.03559322033898305,0.42
fbprophetGamma,seat,50,0,1,False,0.6,0.05511811023622047,0.028493894165535955,0.84
fbprophet,"('DME-GDZ', 'auto_checkin')",50,0,1,False,0.6,0.02736318407960199,0.014588859416445624,0.22
fbprophet,"('DME-ORY', 'seat')",50,0,3,True,0.6,0.14428857715430862,0.0801781737193764,0.72
fbprophet,seat,50,0,1,False,0.6,0.05580357142857143,0.02870264064293915,1.0
fbprophet,"('DME-GDZ', 'auto_checkin')",50,0,3,True,0.6,0.08769792935444579,0.04669260700389105,0.72
fbprophetGamma,"('DME-ORY', 'seat')",50,0,3,True,0.6,0.09393346379647749,0.04938271604938271,0.96
fbprophetGamma,gift_certificate,50,0,3,True,0.6,0.09587727708533077,0.050352467270896276,1.0
fbprophetGamma,"('AAQ-DME', 'auto_checkin')",50,0,3,True,0.6,0.07778738115816766,0.04065040650406504,0.9
fbprophetGamma,total,50,0,1,False,0.6,0.0738362760834671,0.038461538461538464,0.92
fbprophetGamma,"('DME-GDZ', 'auto_checkin')",50,0,3,True,0.6,0.06460481099656358,0.03345195729537367,0.94
fbprophetGamma,"('DME-GDZ', 'auto_checkin')",50,0,1,False,0.6,0.014986376021798366,0.007757404795486601,0.22
fbprophetGamma,"('AAQ-DME', 'auto_checkin')",50,0,1,False,0.6,0.019180470793374017,0.010027347310847767,0.22
fbprophetGamma,total,50,0,3,True,0.6,0.09478672985781991,0.04975124378109453,1.0
fbprophetGamma,gift_certificate,50,0,1,False,0.6,0.029767441860465114,0.015609756097560976,0.32
fbprophetGamma,seat,50,0,3,True,0.6,0.0791765637371338,0.041220115416323165,1.0
fbprophetGamma,"('DME-ORY', 'seat')",50,0,1,False,0.6,0.029970029970029965,0.015772870662460567,0.3
fbprophetNB,"('DME-ORY', 'seat')",50,0,3,True,0.6,0.038358266206367474,0.019554165037152915,1.0
fbprophetNB,"('AAQ-DME', 'auto_checkin')",50,0,1,False,0.6,0.01632047477744807,0.008314436885865457,0.44
fbprophetNB,gift_certificate,50,0,1,False,0.6,0.029867256637168143,0.015358361774744027,0.54
fbprophetNB,"('AAQ-DME', 'auto_checkin')",50,0,3,True,0.6,0.03750937734433608,0.0191131498470948,1.0
fbprophetNB,"('DME-ORY', 'seat')",50,0,1,False,0.6,0.021382206949217258,0.010899182561307902,0.56
fbprophetNB,total,50,0,3,True,0.6,0.7874015748031497,0.6493506493506493,1.0
fbprophetNB,"('DME-GDZ', 'auto_checkin')",50,0,1,False,0.6,0.01187648456057007,0.006058158319870759,0.3
fbprophetNB,seat,50,0,1,False,0.6,0.29411764705882354,0.17578125,0.9
fbprophetNB,total,50,0,1,False,0.6,0.6474820143884892,0.5056179775280899,0.9
fbprophetNB,"('DME-GDZ', 'auto_checkin')",50,0,3,True,0.6,0.040016006402561026,0.02041649652919559,1.0
fbprophetNB,seat,50,0,3,True,0.6,0.5154639175257731,0.3472222222222222,1.0
fbprophetNB,gift_certificate,50,0,3,True,0.6,0.05841121495327102,0.030084235860409144,1.0
fbprophet,"('DME-GDZ', 'auto_checkin')",50,0,1,False,0.605,0.014851485148514853,0.0079155672823219,0.12
fbprophet,total,50,0,1,False,0.605,0.05773672055427252,0.029726516052318668,1.0
fbprophet,"('AAQ-DME', 'auto_checkin')",50,0,1,False,0.605,0.01652892561983471,0.008714596949891068,0.16
fbprophet,total,50,0,3,True,0.605,0.10526315789473684,0.05555555555555555,1.0
fbprophet,seat,50,0,3,True,0.605,0.08718395815170008,0.04557885141294439,1.0
fbprophet,"('DME-ORY', 'seat')",50,0,3,True,0.605,0.16274089935760175,0.09112709832134293,0.76
fbprophet,gift_certificate,50,0,1,False,0.605,0.040955631399317405,0.022388059701492536,0.24
fbprophet,"('DME-ORY', 'seat')",50,0,1,False,0.605,0.07327586206896551,0.04106280193236715,0.34
fbprophet,seat,50,0,1,False,0.605,0.05485463521667581,0.02820078962210942,1.0
fbprophet,gift_certificate,50,0,3,True,0.605,0.160392798690671,0.0873440285204991,0.98
fbprophet,"('DME-GDZ', 'auto_checkin')",50,0,3,True,0.605,0.0849514563106796,0.04521963824289406,0.7
fbprophet,"('AAQ-DME', 'auto_checkin')",50,0,3,True,0.605,0.09170305676855896,0.04849884526558892,0.84
fbprophetGamma,gift_certificate,50,0,1,False,0.605,0.03038936372269705,0.015952143569292122,0.32
fbprophetGamma,total,50,0,1,False,0.605,0.07425343018563357,0.03868797308662742,0.92
fbprophetGamma,"('DME-GDZ', 'auto_checkin')",50,0,3,True,0.605,0.06473829201101929,0.033523537803138374,0.94
fbprophetGamma,"('DME-GDZ', 'auto_checkin')",50,0,1,False,0.605,0.025850340136054424,0.013380281690140845,0.38
fbprophetGamma,"('AAQ-DME', 'auto_checkin')",50,0,3,True,0.605,0.08354646206308611,0.04363312555654497,0.98
fbprophetGamma,total,50,0,3,True,0.605,0.0979431929480901,0.05149330587023687,1.0
fbprophetGamma,"('DME-ORY', 'seat')",50,0,3,True,0.605,0.08502024291497975,0.04477611940298507,0.84
fbprophetGamma,"('AAQ-DME', 'auto_checkin')",50,0,1,False,0.605,0.027777777777777773,0.014519056261343012,0.32
fbprophetGamma,seat,50,0,3,True,0.605,0.08156606851549754,0.04251700680272109,1.0
fbprophetGamma,gift_certificate,50,0,3,True,0.605,0.0987166831194472,0.05192107995846314,1.0
fbprophetGamma,seat,50,0,1,False,0.605,0.06024885396201702,0.03114421123899797,0.92
fbprophetGamma,"('DME-ORY', 'seat')",50,0,1,False,0.605,0.036290322580645164,0.01910828025477707,0.36
fbprophetNB,total,50,0,3,True,0.605,0.7812500000000001,0.6410256410256411,1.0
fbprophetNB,"('DME-ORY', 'seat')",50,0,3,True,0.605,0.03798449612403101,0.019367588932806323,0.98
fbprophetNB,"('DME-GDZ', 'auto_checkin')",50,0,1,False,0.605,0.019100676482292078,0.0097442143727162,0.48
fbprophetNB,total,50,0,1,False,0.605,0.7343749999999999,0.6025641025641025,0.94
fbprophetNB,seat,50,0,3,True,0.605,0.5681818181818182,0.3968253968253968,1.0
fbprophetNB,seat,50,0,1,False,0.605,0.347107438016529,0.21875,0.84
fbprophetNB,"('AAQ-DME', 'auto_checkin')",50,0,1,False,0.605,0.01874062968515742,0.009549274255156608,0.5
fbprophetNB,"('DME-GDZ', 'auto_checkin')",50,0,3,True,0.605,0.04006410256410256,0.02044153720359771,1.0
fbprophetNB,"('DME-ORY', 'seat')",50,0,1,False,0.605,0.020793222949557186,0.01060070671378092,0.54
fbprophetNB,gift_certificate,50,0,3,True,0.605,0.05851375073142189,0.030138637733574444,1.0
fbprophetNB,gift_certificate,50,0,1,False,0.605,0.022662889518413595,0.011661807580174927,0.4
fbprophetNB,"('AAQ-DME', 'auto_checkin')",50,0,3,True,0.605,0.03803727653100038,0.019387359441644048,1.0
fbprophet,"('DME-ORY', 'seat')",50,0,1,False,0.61,0.05309734513274336,0.029850746268656716,0.24
fbprophet,gift_certificate,50,0,3,True,0.61,0.15934959349593497,0.08672566371681416,0.98
fbprophet,total,50,0,3,True,0.61,0.10845986984815618,0.05733944954128441,1.0
fbprophet,seat,50,0,1,False,0.61,0.057208237986270026,0.02944640753828033,1.0
fbprophet,"('DME-GDZ', 'auto_checkin')",50,0,1,False,0.61,0.024813895781637715,0.013227513227513227,0.2
fbprophet,"('DME-ORY', 'seat')",50,0,3,True,0.61,0.18655097613882862,0.10462287104622871,0.86
fbprophet,total,50,0,1,False,0.61,0.06002400960384154,0.03094059405940594,1.0
fbprophet,"('AAQ-DME', 'auto_checkin')",50,0,1,False,0.61,0.019758507135016465,0.010452961672473868,0.18
