model,target_col,n_experiments,anom_coeff,num_anomalies,in_a_row,interval_width,f1_score,precision,recall
fbprophet,seat,70,0,3,True,0.6,0.03072196620583717,0.015600624024960999,1.0
fbprophet,gift_certificate,70,0,3,True,0.6,0.03155285102546766,0.016029310739638196,1.0
fbprophet,"('DME-ORY', 'seat')",70,0,3,True,0.6,0.021528525296017224,0.01088139281828074,1.0
fbprophet,total,70,0,3,True,0.6,0.03094606542882405,0.01571621014818141,1.0
fbprophet,"('DME-GDZ', 'auto_checkin')",70,0,3,True,0.6,0.02792181890706023,0.014158576051779935,1.0
fbprophet,"('AAQ-DME', 'auto_checkin')",70,0,3,True,0.6,0.027003857693956284,0.01370757180156658,0.9
fbprophetGamma,seat,70,0,3,True,0.6,0.02421726344923024,0.01225704780248643,1.0
fbprophetGamma,"('DME-ORY', 'seat')",70,0,3,True,0.6,0.04277743335399876,0.021863117870722433,0.9857142857142858
fbprophetGamma,total,70,0,3,True,0.6,0.02535313292285404,0.012839325018341893,1.0
fbprophetGamma,gift_certificate,70,0,3,True,0.6,0.05007153075822604,0.025678650036683785,1.0
fbprophetGamma,"('AAQ-DME', 'auto_checkin')",70,0,3,True,0.6,0.043023970497848806,0.02198492462311558,1.0
fbprophetGamma,"('DME-GDZ', 'auto_checkin')",70,0,3,True,0.6,0.04428754813863928,0.022652659225213395,0.9857142857142858
fbprophetNB,seat,70,0,3,True,0.6,0.06337709370755999,0.03272557269752221,1.0
fbprophetNB,total,70,0,3,True,0.6,0.07482629609834314,0.03886729594669628,1.0
fbprophetNB,gift_certificate,70,0,3,True,0.6,0.03664921465968587,0.018666666666666668,1.0
fbprophetNB,"('AAQ-DME', 'auto_checkin')",70,0,3,True,0.6,0.026825062272465984,0.01359487279083317,1.0
fbprophetNB,"('DME-GDZ', 'auto_checkin')",70,0,3,True,0.6,0.026435045317220546,0.013394565633371604,1.0
fbprophetNB,"('DME-ORY', 'seat')",70,0,3,True,0.6,0.023509655751469353,0.0118946474086661,1.0
fbprophet,gift_certificate,70,0,3,True,0.605,0.031818181818181815,0.016166281755196306,1.0
fbprophet,"('DME-GDZ', 'auto_checkin')",70,0,3,True,0.605,0.028265697557036142,0.014335449518738481,1.0
fbprophet,"('DME-ORY', 'seat')",70,0,3,True,0.605,0.02154566744730679,0.010891870560378847,0.9857142857142858
fbprophet,total,70,0,3,True,0.605,0.031354983202687564,0.015927189988623434,1.0
fbprophet,"('AAQ-DME', 'auto_checkin')",70,0,3,True,0.605,0.02925764192139738,0.014855875831485588,0.9571428571428572
fbprophet,seat,70,0,3,True,0.605,0.03095975232198142,0.015723270440251572,1.0
