model,target_col,n_experiments,anom_coeff,num_anomalies,in_a_row,interval_width,f1_score,precision,recall
fbprophet,"('DME-ORY', 'seat')",50,0,1,False,0.6,0.03601895734597156,0.01890547263681592,0.38
fbprophet,"('AAQ-DME', 'auto_checkin')",50,0,3,True,0.6,0.07704918032786887,0.040170940170940174,0.94
fbprophet,seat,50,0,3,True,0.6,0.08680555555555557,0.045372050816696916,1.0
fbprophet,"('DME-ORY', 'seat')",50,0,3,True,0.6,0.09311348205625605,0.04892966360856269,0.96
fbprophet,gift_certificate,50,0,1,False,0.6,0.04313725490196079,0.02268041237113402,0.44
fbprophet,gift_certificate,50,0,3,True,0.6,0.10235414534288638,0.05393743257820928,1.0
fbprophet,total,50,0,3,True,0.6,0.09910802775024777,0.05213764337851929,1.0
fbprophet,"('DME-GDZ', 'auto_checkin')",50,0,3,True,0.6,0.05942028985507246,0.030827067669172932,0.82
fbprophet,seat,50,0,1,False,0.6,0.05347593582887701,0.027472527472527472,1.0
fbprophetGamma,total,50,0,1,False,0.6,0.0756234915526951,0.039396479463537304,0.94
fbprophet,total,50,0,1,False,0.6,0.055524708495280406,0.028555111364934323,1.0
fbprophet,"('DME-GDZ', 'auto_checkin')",50,0,1,False,0.6,0.022775800711743774,0.011808118081180811,0.32
fbprophet,"('AAQ-DME', 'auto_checkin')",50,0,1,False,0.6,0.023961661341853034,0.012479201331114808,0.3
fbprophetGamma,"('AAQ-DME', 'auto_checkin')",50,0,1,False,0.6,0.023269342641070386,0.011983223487118035,0.4
fbprophetGamma,"('DME-GDZ', 'auto_checkin')",50,0,3,True,0.6,0.042704626334519574,0.02183803457688808,0.96
fbprophetGamma,gift_certificate,50,0,1,False,0.6,0.041251778093883355,0.021386430678466076,0.58
fbprophetGamma,seat,50,0,1,False,0.6,0.0618158403090792,0.031936127744510975,0.96
fbprophetGamma,gift_certificate,50,0,3,True,0.6,0.07032348804500704,0.03644314868804665,1.0
fbprophetGamma,total,50,0,3,True,0.6,0.09233610341643583,0.0484027105517909,1.0
fbprophetGamma,seat,50,0,3,True,0.6,0.08097165991902834,0.04219409282700422,1.0
fbprophetGamma,"('DME-GDZ', 'auto_checkin')",50,0,1,False,0.6,0.01905586834127328,0.009738822487826471,0.44
fbprophetGamma,"('AAQ-DME', 'auto_checkin')",50,0,3,True,0.6,0.058717795086878376,0.030265596046942556,0.98
fbprophetGamma,"('DME-ORY', 'seat')",50,0,1,False,0.6,0.024,0.0125,0.3
fbprophetGamma,"('DME-ORY', 'seat')",50,0,3,True,0.6,0.08153078202995008,0.042534722222222224,0.98
fbprophetNB,"('AAQ-DME', 'auto_checkin')",50,0,3,True,0.6,0.031918289179699966,0.016217969510217322,1.0
fbprophetNB,"('DME-GDZ', 'auto_checkin')",50,0,1,False,0.6,0.01466992665036675,0.0074487895716946,0.48
fbprophetNB,total,50,0,1,False,0.6,0.3656716417910448,0.22477064220183487,0.98
fbprophetNB,"('DME-GDZ', 'auto_checkin')",50,0,3,True,0.6,0.03076923076923077,0.015625,1.0
fbprophetNB,gift_certificate,50,0,3,True,0.6,0.05083884087442806,0.02608242044861763,1.0
fbprophetNB,"('DME-ORY', 'seat')",50,0,3,True,0.6,0.031496062992125984,0.016,1.0
fbprophetNB,seat,50,0,1,False,0.6,0.19393939393939394,0.10786516853932585,0.96
fbprophetNB,seat,50,0,3,True,0.6,0.2597402597402597,0.14925373134328357,1.0
fbprophetNB,gift_certificate,50,0,1,False,0.6,0.036889332003988036,0.018916155419222903,0.74
fbprophetNB,"('DME-ORY', 'seat')",50,0,1,False,0.6,0.018570102135561747,0.009430996541967935,0.6
fbprophetNB,total,50,0,3,True,0.6,0.43668122270742354,0.27932960893854747,1.0
fbprophetNB,"('AAQ-DME', 'auto_checkin')",50,0,1,False,0.6,0.02199183160540371,0.011171401212894989,0.7
fbprophet,"('DME-ORY', 'seat')",50,0,3,True,0.605,0.09873949579831934,0.052106430155210645,0.94
fbprophet,"('DME-ORY', 'seat')",50,0,1,False,0.605,0.04048582995951417,0.021321961620469083,0.4
fbprophet,gift_certificate,50,0,1,False,0.605,0.058455114822546964,0.030837004405286344,0.56
fbprophet,gift_certificate,50,0,3,True,0.605,0.10964912280701754,0.058004640371229696,1.0
fbprophet,"('AAQ-DME', 'auto_checkin')",50,0,3,True,0.605,0.06747404844290658,0.0352622061482821,0.78
fbprophet,seat,50,0,3,True,0.605,0.07949125596184421,0.041390728476821195,1.0
fbprophet,"('DME-GDZ', 'auto_checkin')",50,0,3,True,0.605,0.04808414725770097,0.02498048399687744,0.64
fbprophet,"('DME-GDZ', 'auto_checkin')",50,0,1,False,0.605,0.016467065868263474,0.008553654743390357,0.22
fbprophet,total,50,0,1,False,0.605,0.05616045845272206,0.028908554572271386,0.98
fbprophet,seat,50,0,1,False,0.605,0.05343511450381679,0.027466367713004484,0.98
